Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00004132,Toothbrush 4000,2022-07-27 07:23:38.389463200,28,4,eh332lh,eh332lh,1,Dispatched,2022-07-27 15:22:34.046717200,Delivered,2022-07-28 22:43:22.462813600
BRU00003951,Toothbrush 2000,2022-05-16 22:36:11.189362400,70,2,de238en,de238en,1,Dispatched,2022-05-17 04:44:38.037308000,Delivered,2022-05-18 05:13:51.859319600
BRU00005462,Toothbrush 2000,2022-05-07 03:10:40.888154400,72,2,b966fh,b966fh,1,Dispatched,2022-05-07 10:22:21.358294800,Delivered,2022-05-08 16:13:19.102639200
BRU00005028,Toothbrush 2000,2022-11-29 00:13:01.728325200,69,7,gu102qt,gu102qt,1,Dispatched,2022-11-29 06:44:17.436865200,Delivered,2022-11-30 08:12:00.922561200
BRU00000272,Toothbrush 4000,2021-08-03 04:18:09.605336400,20,8,cf645sw,cf645sw,1,Dispatched,2021-08-03 11:38:08.121634800,Delivered,2021-08-04 15:39:41.439312000
BRU00003747,Toothbrush 2000,2021-04-01 08:30:00.554381600,74,2,cf239pj,cf239pj,1,Dispatched,2021-04-01 15:43:49.681221200,Delivered,2021-04-02 17:39:04.785353600
BRU00004767,Toothbrush 2000,2021-07-06 10:17:20.598990800,80,9,gl67rh,gl67rh,1,Dispatched,2021-07-06 17:31:50.060129600,Delivered,2021-07-07 20:42:02.260977200
BRU00003673,Toothbrush 2000,2021-03-01 00:27:42.050670000,80,6,cb41px,cb41px,1,Dispatched,2021-03-01 07:25:11.224000800,Delivered,2021-03-02 12:57:33.591847200
BRU00004741,Toothbrush 2000,2021-10-19 14:10:54.402431200,66,1,e33rb,e33rb,1,Dispatched,2021-10-19 21:46:27.478103199,Delivered,2021-10-20 22:57:33.703376799
BRU00003274,Toothbrush 4000,2021-08-17 10:28:27.098088000,26,7,b693ee,b693ee,1,Dispatched,2021-08-17 17:56:53.360694000,Delivered,2021-08-19 03:39:59.360361600
BRU00002828,Toothbrush 2000,2022-01-09 20:47:36.406608400,71,9,gl22fw,gl22fw,1,Dispatched,2022-01-10 04:16:20.088062800,Delivered,2022-01-11 11:10:48.262656400
BRU00004384,Toothbrush 2000,2022-01-03 17:07:19.688474799,78,5,eh75gu,eh75gu,1,Dispatched,2022-01-04 00:13:44.469661599,Delivered,2022-01-05 01:48:45.844925199
BRU00000505,Toothbrush 4000,2021-07-16 16:42:23.835145600,35,8,gl14pl,gl14pl,1,Dispatched,2021-07-16 23:38:47.724884800,Delivered,2021-07-17 22:31:03.441838000
BRU00001919,Toothbrush 2000,2022-08-10 02:00:21.221038800,67,7,hu88tn,hu88tn,1,Dispatched,2022-08-10 08:57:31.304908800,Delivered,2022-08-11 11:45:45.421887600
BRU00002612,Toothbrush 2000,2021-11-13 18:39:27.071019600,80,9,ec1v4lz,ec1v4lz,1,Dispatched,2021-11-14 01:18:44.948515200,Delivered,2021-11-14 23:41:56.381808000
BRU00003764,Toothbrush 4000,2022-02-11 01:10:17.156287600,41,7,ch66dh,ch66dh,1,Dispatched,2022-02-11 09:06:10.063130800,Delivered,2022-02-12 14:57:26.342179600
BRU00001949,Toothbrush 2000,2022-04-10 21:45:05.047112400,76,9,e154fh,e154fh,1,Dispatched,2022-04-11 05:14:15.559219200,Delivered,2022-04-12 10:05:22.257285600
BRU00004410,Toothbrush 4000,2022-05-07 19:57:35.076043600,45,5,dy47dg,dy47dg,1,Dispatched,2022-05-08 02:19:03.757549600,Delivered,2022-05-08 23:10:10.316706400
BRU00001652,Toothbrush 2000,2022-09-19 16:38:44.837281600,54,8,b31tt,b31tt,1,Dispatched,2022-09-19 23:37:42.770308000,Delivered,2022-09-21 05:17:25.558208800
BRU00002741,Toothbrush 2000,2022-01-09 09:45:57.653551200,78,4,eh394bj,eh394bj,1,Dispatched,2022-01-09 16:13:54.687159600,Delivered,2022-01-10 16:17:02.286010800
BRU00001886,Toothbrush 2000,2022-05-14 22:47:58.328767200,82,2,bl96ex,bl96ex,1,Dispatched,2022-05-15 07:05:34.684867200,Delivered,2022-05-16 12:49:36.533235600
BRU00004601,Toothbrush 2000,2022-02-28 09:20:25.264032800,62,4,ch629aj,ch629aj,1,Dispatched,2022-02-28 16:06:30.802281200,Delivered,2022-03-02 02:33:34.820802800
BRU00004873,Toothbrush 4000,2022-08-21 00:53:41.404549200,14,3,bl81ty,bl81ty,1,Dispatched,2022-08-21 07:29:30.301634400,Delivered,2022-08-22 08:33:57.124857600
BRU00005675,Toothbrush 4000,2021-01-26 11:50:09.182642800,39,7,ec1v4re,ec1v4re,1,Dispatched,2021-01-26 19:36:44.173664800,Delivered,2021-01-28 02:50:18.951232000
BRU00001218,Toothbrush 4000,2022-10-30 21:41:45.140088800,33,4,hu177pu,hu177pu,1,Dispatched,2022-10-31 04:34:33.206516000,Delivered,2022-11-01 11:38:14.236317200
BRU00001537,Toothbrush 4000,2021-04-27 16:17:26.749347200,11,1,ca157fa,ca157fa,1,Dispatched,2021-04-27 23:33:59.978359999,Delivered,2021-04-29 02:14:19.137690799
BRU00000261,Toothbrush 4000,2022-07-27 23:45:56.573954000,23,9,ha49lg,ha49lg,1,Dispatched,2022-07-28 06:30:54.441450800,Delivered,2022-07-29 12:28:25.888314800
BRU00002661,Toothbrush 4000,2021-11-07 09:48:21.968688000,22,3,en11qr,en11qr,1,Dispatched,2021-11-07 16:50:09.364795200,Delivered,2021-11-08 22:44:11.629328400
BRU00001400,Toothbrush 4000,2021-10-24 16:09:33.709254800,27,7,ch638pj,ch638pj,1,Dispatched,2021-10-25 00:15:15.882098000,Delivered,2021-10-25 19:09:55.961279600
BRU00002912,Toothbrush 2000,2022-12-05 22:09:23.369202800,78,1,bd89dz,bd89dz,1,Order Received,2022-12-05 22:21:36.586577600,,
BRU00004078,Toothbrush 2000,2022-05-28 07:12:39.741068800,74,8,gl528nl,gl528nl,1,Dispatched,2022-05-28 13:36:46.189694800,Delivered,2022-05-29 17:23:49.551971200
BRU00003937,Toothbrush 2000,2021-11-12 11:15:06.379297200,67,7,cm159ln,cm159ln,1,Dispatched,2021-11-12 17:01:12.306399600,Delivered,2021-11-14 02:10:19.754641200
BRU00004851,Toothbrush 2000,2022-11-25 18:16:37.469518800,83,2,bd80lu,bd80lu,1,Dispatched,2022-11-26 01:28:01.572756000,Delivered,2022-11-27 04:11:41.801101200
BRU00001835,Toothbrush 4000,2022-06-16 06:38:01.561766400,26,6,fk125ld,fk125ld,1,Dispatched,2022-06-16 14:38:55.110470400,Delivered,2022-06-17 18:39:45.803193600
BRU00001764,Toothbrush 2000,2021-09-06 13:37:23.282759200,72,7,bh25rg,bh25rg,1,Dispatched,2021-09-06 20:41:08.054422000,Delivered,2021-09-08 00:21:51.247738000
BRU00000514,Toothbrush 2000,2021-05-22 15:23:49.576734400,62,8,cv227lq,cv227lq,1,Dispatched,2021-05-22 22:36:56.069674000,Delivered,2021-05-24 03:45:45.764785599
BRU00001422,Toothbrush 4000,2021-08-25 06:19:29.254235200,15,3,cm96rl,cm96rl,1,Dispatched,2021-08-25 14:00:19.872925600,Delivered,2021-08-26 15:23:53.215289200
BRU00003428,Toothbrush 2000,2021-07-25 03:21:53.144138000,66,5,b634ln,b634ln,1,Dispatched,2021-07-25 09:52:54.612784400,Delivered,2021-07-26 18:57:36.455895200
BRU00000172,Toothbrush 2000,2021-05-03 16:59:31.333211600,56,5,dy119hy,dy119hy,1,Dispatched,2021-05-03 23:39:02.554884800,Delivered,2021-05-04 21:15:03.507729200
BRU00001675,Toothbrush 4000,2021-07-20 04:57:28.992085200,31,8,cv65pd,cv65pd,1,Dispatched,2021-07-20 12:21:58.112866800,Delivered,2021-07-21 12:40:55.892956800
BRU00003340,Toothbrush 2000,2022-08-19 15:24:54.183106000,60,9,de555qr,de555qr,1,Dispatched,2022-08-19 21:59:30.219982000,Delivered,2022-08-21 02:10:21.765758800
BRU00004965,Toothbrush 2000,2022-11-26 03:35:02.613920400,79,1,cf719eb,cf719eb,1,Dispatched,2022-11-26 09:38:46.231732800,Delivered,2022-11-27 06:51:25.448851200
BRU00002807,Toothbrush 2000,2021-03-01 19:47:35.151013200,69,5,bs215et,bs215et,1,Dispatched,2021-03-02 02:01:24.755058000,Delivered,2021-03-03 03:41:56.903278800
BRU00002186,Toothbrush 2000,2021-12-25 11:03:42.929567600,75,3,ab547xb,ab547xb,1,Dispatched,2021-12-25 17:54:11.869336400,Delivered,2021-12-26 19:56:53.410142000
BRU00003897,Toothbrush 2000,2022-11-21 08:02:52.843197600,54,7,eh329qa,eh329qa,1,Dispatched,2022-11-21 15:40:46.306741200,Delivered,2022-11-22 20:35:16.654370400
BRU00001558,Toothbrush 4000,2021-05-25 15:09:13.747822000,25,2,hd88yw,hd88yw,1,Dispatched,2021-05-25 22:18:17.095530400,Delivered,2021-05-27 00:15:40.226516800
BRU00001893,Toothbrush 2000,2021-04-23 21:26:57.706996400,86,1,dl30sq,dl30sq,1,Dispatched,2021-04-24 04:25:11.126429600,Delivered,2021-04-25 08:21:59.890642400
BRU00001921,Toothbrush 2000,2022-03-31 03:58:35.331801200,70,6,ch635pa,ch635pa,1,Dispatched,2022-03-31 10:48:29.015862800,Delivered,2022-04-01 11:52:14.477692400
BRU00002336,Toothbrush 2000,2021-03-29 19:00:30.998024399,79,8,dl94ha,dl94ha,1,Dispatched,2021-03-30 02:10:08.456067599,Delivered,2021-03-31 07:53:22.663940399
BRU00003445,Toothbrush 2000,2021-01-10 15:26:17.418458000,64,8,da82pj,da82pj,1,Dispatched,2021-01-10 23:02:21.374692400,Delivered,2021-01-11 20:19:59.518134800
BRU00000963,Toothbrush 4000,2022-06-09 17:23:06.925552800,39,9,g732ls,g732ls,1,Dispatched,2022-06-10 00:59:05.436531600,Delivered,2022-06-11 05:35:01.159947600
BRU00000461,Toothbrush 4000,2021-09-01 22:52:55.085552800,27,6,dt34ff,dt34ff,1,Dispatched,2021-09-02 05:22:57.891878800,Delivered,2021-09-03 05:34:06.410899600
BRU00002347,Toothbrush 4000,2022-05-01 00:23:56.377384800,16,1,cm921lf,cm921lf,1,Dispatched,2022-05-01 07:18:55.356368400,Delivered,2022-05-02 16:53:59.760686400
BRU00002617,Toothbrush 4000,2021-06-26 11:23:44.408482400,27,3,bl34qn,bl34qn,1,Dispatched,2021-06-26 18:37:04.825959200,Delivered,2021-06-27 19:19:38.032229600
BRU00000083,Toothbrush 2000,2022-08-08 03:47:33.489999600,79,2,hu178up,hu178up,1,Dispatched,2022-08-08 10:33:09.194306400,Delivered,2022-08-09 16:57:46.683712800
BRU00000969,Toothbrush 2000,2022-06-11 17:40:36.617200400,83,5,gu213la,gu213la,1,Dispatched,2022-06-12 00:54:44.101574000,Delivered,2022-06-13 07:53:05.590850000
BRU00005671,Toothbrush 4000,2022-06-17 11:29:53.322505200,13,4,ip129tq,ip129tq,1,Dispatched,2022-06-17 19:12:42.582568800,Delivered,2022-06-18 21:47:58.545914399
BRU00004373,Toothbrush 2000,2021-01-22 04:56:43.879404800,84,4,cw27np,cw27np,1,Dispatched,2021-01-22 11:48:29.786208800,Delivered,2021-01-23 15:09:20.761343600
BRU00001715,Toothbrush 4000,2021-06-20 04:51:42.221356400,46,7,dn333dx,dn333dx,1,Dispatched,2021-06-20 11:40:07.466025200,Delivered,2021-06-21 19:43:40.749569600
BRU00000154,Toothbrush 4000,2022-01-08 17:42:42.346321200,19,8,ch470nd,ch470nd,1,Dispatched,2022-01-09 00:29:11.590735200,Delivered,2022-01-10 01:35:35.635837200
BRU00002281,Toothbrush 2000,2021-07-07 22:26:11.786365600,83,2,gu148rz,gu148rz,1,Dispatched,2021-07-08 05:58:18.710165200,Delivered,2021-07-09 09:21:03.286079200
BRU00004491,Toothbrush 2000,2022-09-21 01:37:05.412236000,75,9,ex84jt,ex84jt,1,Dispatched,2022-09-21 09:17:07.813426400,Delivered,2022-09-22 13:47:35.527094000
BRU00002497,Toothbrush 4000,2022-09-06 09:27:15.664014800,22,2,dd37jy,dd37jy,1,Dispatched,2022-09-06 17:15:37.694474000,Delivered,2022-09-08 04:25:58.504124000
BRU00004870,Toothbrush 2000,2022-08-31 22:37:33.800748800,85,9,da13jb,da13jb,1,Dispatched,2022-09-01 05:25:30.715869200,Delivered,2022-09-02 11:25:31.061634800
BRU00003804,Toothbrush 2000,2021-03-31 18:10:45.495446400,87,7,ab392tj,ab392tj,1,Dispatched,2021-04-01 01:09:30.009444000,Delivered,2021-04-01 22:24:54.552462000
BRU00004083,Toothbrush 2000,2021-12-30 04:22:07.289278800,54,2,b169aa,b169aa,1,Dispatched,2021-12-30 10:37:53.540588400,Delivered,2021-12-31 13:48:59.551881600
BRU00005018,Toothbrush 2000,2021-12-10 21:07:13.238567200,96,6,co28du,co28du,1,Dispatched,2021-12-11 04:45:52.266821200,Delivered,2021-12-12 11:50:54.122504800
BRU00004921,Toothbrush 2000,2022-10-01 17:48:18.925388800,79,4,g839pb,g839pb,1,Dispatched,2022-10-02 01:08:59.002805200,Delivered,2022-10-03 05:43:58.866328000
BRU00003591,Toothbrush 2000,2021-01-12 11:31:22.230542000,100,9,dy81je,dy81je,1,Dispatched,2021-01-12 18:53:35.629066400,Delivered,2021-01-13 23:49:11.454287600
BRU00003040,Toothbrush 2000,2021-12-14 04:21:59.792850400,81,5,cr69sa,cr69sa,1,Dispatched,2021-12-14 12:00:22.798652800,Delivered,2021-12-15 18:00:08.218040800
BRU00001981,Toothbrush 4000,2021-05-06 02:00:09.798031600,33,4,ca181sr,ca181sr,1,Dispatched,2021-05-06 09:05:25.319088400,Delivered,2021-05-07 07:18:41.011399600
BRU00002458,Toothbrush 4000,2021-04-10 06:12:25.785770800,16,5,ch434ur,ch434ur,1,Dispatched,2021-04-10 12:57:27.648403600,Delivered,2021-04-11 12:06:53.123062000
BRU00001285,Toothbrush 2000,2022-09-23 17:00:11.209654800,81,8,hp180qj,hp180qj,1,Dispatched,2022-09-24 00:21:54.096688800,Delivered,2022-09-25 06:11:45.284568000
BRU00001925,Toothbrush 4000,2021-08-29 02:40:13.790730400,28,4,ab535ry,ab535ry,1,Dispatched,2021-08-29 09:54:07.191767200,Delivered,2021-08-30 21:58:57.101448400
BRU00005376,Toothbrush 4000,2021-11-11 16:23:36.535535200,29,7,g614hp,g614hp,1,Dispatched,2021-11-12 00:38:24.271613200,Delivered,2021-11-12 20:00:09.493697200
BRU00000949,Toothbrush 4000,2021-05-11 22:55:36.968628400,41,3,hu151sq,hu151sq,1,Dispatched,2021-05-12 07:28:46.193462800,Delivered,2021-05-13 15:00:52.070090800
BRU00004596,Toothbrush 4000,2022-10-06 06:22:49.391729600,27,3,dd36bj,dd36bj,1,Dispatched,2022-10-06 14:05:06.789557600,Delivered,2022-10-07 23:42:28.644654800
BRU00004174,Toothbrush 4000,2022-08-11 13:26:50.985461600,16,1,bd226ay,bd226ay,1,Dispatched,2022-08-11 19:32:47.103894800,Delivered,2022-08-12 22:49:38.093176400
BRU00004573,Toothbrush 4000,2022-09-17 09:59:47.001374800,30,1,br33pa,br33pa,1,Dispatched,2022-09-17 16:40:10.813914400,Delivered,2022-09-18 17:10:26.307443200
BRU00003575,Toothbrush 2000,2022-07-26 03:51:02.530710000,72,9,hu74al,hu74al,1,Dispatched,2022-07-26 11:16:20.626064400,Delivered,2022-07-27 15:52:07.605033600
BRU00001034,Toothbrush 2000,2022-04-03 04:47:40.142852400,83,6,b81pb,b81pb,1,Dispatched,2022-04-03 12:26:55.143285600,Delivered,2022-04-04 20:53:57.560124000
BRU00005623,Toothbrush 4000,2022-07-14 11:34:12.595092800,32,5,g644hp,g644hp,1,Dispatched,2022-07-14 18:30:57.049562000,Delivered,2022-07-16 02:13:57.591240800
BRU00005447,Toothbrush 4000,2022-08-22 14:41:08.951440800,23,4,gu97hb,gu97hb,1,Dispatched,2022-08-22 21:26:23.333714400,Delivered,2022-08-24 02:09:59.654796000
BRU00005304,Toothbrush 4000,2022-06-04 15:38:55.709186000,34,7,im51jj,im51jj,1,Dispatched,2022-06-04 22:22:44.938611200,Delivered,2022-06-05 18:54:48.593851999
BRU00000532,Toothbrush 2000,2021-05-30 01:20:14.943624400,84,1,dt29pg,dt29pg,1,Dispatched,2021-05-30 08:52:15.035873200,Delivered,2021-05-31 13:20:01.097952400
BRU00000896,Toothbrush 2000,2021-05-08 10:29:41.319180400,65,6,ch623ne,ch623ne,1,Dispatched,2021-05-08 17:03:10.115591200,Delivered,2021-05-09 14:45:40.509300400
BRU00003743,Toothbrush 2000,2021-06-07 07:19:48.156819200,68,7,ex172ey,ex172ey,1,Dispatched,2021-06-07 14:37:56.432142800,Delivered,2021-06-08 17:14:58.813432400
BRU00004351,Toothbrush 2000,2022-08-15 12:05:57.689288400,96,9,hp42wa,hp42wa,1,Dispatched,2022-08-15 19:08:15.049153200,Delivered,2022-08-17 02:32:19.838902800
BRU00000854,Toothbrush 2000,2022-01-25 17:17:56.694080000,96,3,cm13ln,cm13ln,1,Dispatched,2022-01-25 23:54:35.088339200,Delivered,2022-01-27 03:56:46.404005599
BRU00003107,Toothbrush 4000,2022-07-22 07:48:38.265186000,22,1,im96qh,im96qh,1,Dispatched,2022-07-22 14:16:19.290937200,Delivered,2022-07-23 19:56:50.298303600
BRU00003955,Toothbrush 2000,2021-06-25 02:32:38.759759200,86,2,ig103sp,ig103sp,1,Dispatched,2021-06-25 08:47:23.176968400,Delivered,2021-06-26 13:39:38.313868000
BRU00004539,Toothbrush 4000,2021-02-19 12:48:18.629504800,41,5,bn25qe,bn25qe,1,Dispatched,2021-02-19 19:39:28.074040000,Delivered,2021-02-21 05:22:09.863268400
BRU00001455,Toothbrush 4000,2021-06-27 04:15:40.884234400,22,7,ex166wz,ex166wz,1,Dispatched,2021-06-27 12:04:20.419322800,Delivered,2021-06-28 18:38:55.770377199
BRU00004909,Toothbrush 4000,2022-08-24 04:36:00.232135600,24,5,bn140hb,bn140hb,1,Dispatched,2022-08-24 10:47:45.180899200,Delivered,2022-08-25 15:37:13.059872800
BRU00001906,Toothbrush 4000,2022-03-22 00:50:09.046123600,41,6,hr26ep,hr26ep,1,Dispatched,2022-03-22 07:57:21.183330400,Delivered,2022-03-23 14:39:59.549254000
BRU00003298,Toothbrush 2000,2022-06-28 16:18:55.597023200,83,9,gu185xb,gu185xb,1,Dispatched,2022-06-28 23:14:25.283934800,Delivered,2022-06-30 06:59:39.784097600
BRU00001231,Toothbrush 4000,2022-03-04 16:41:24.870410000,21,8,ip136na,ip136na,1,Dispatched,2022-03-05 00:03:08.709359600,Delivered,2022-03-05 20:21:07.156902800
BRU00002841,Toothbrush 4000,2022-09-21 20:41:16.249630400,31,9,ch606rq,ch606rq,1,Dispatched,2022-09-22 03:49:36.006166400,Delivered,2022-09-23 15:08:58.315065200
BRU00001576,Toothbrush 2000,2022-01-04 05:00:01.437720000,74,5,gu28hu,gu28hu,1,Dispatched,2022-01-04 12:04:09.576540000,Delivered,2022-01-05 10:33:50.699832000
BRU00004888,Toothbrush 4000,2021-12-08 07:57:14.157858000,27,9,de139tw,de139tw,1,Dispatched,2021-12-08 13:32:13.322242800,Delivered,2021-12-09 17:00:43.016408400
BRU00005132,Toothbrush 4000,2021-09-17 03:33:16.729546000,21,5,ex168bn,ex168bn,1,Dispatched,2021-09-17 11:00:12.544751200,Delivered,2021-09-18 14:56:20.339030800
BRU00002258,Toothbrush 4000,2021-01-15 08:47:24.927022000,33,2,ex328lw,ex328lw,1,Dispatched,2021-01-15 15:43:56.781610000,Delivered,2021-01-16 19:48:34.774722400
BRU00001506,Toothbrush 4000,2022-09-13 20:55:44.201115200,36,2,bs149te,bs149te,1,Dispatched,2022-09-14 03:59:51.079726400,Delivered,2022-09-15 09:16:48.765054800
BRU00003165,Toothbrush 2000,2021-10-02 07:20:43.385386000,67,8,ba209fq,ba209fq,1,Dispatched,2021-10-02 14:08:00.051109600,Delivered,2021-10-03 16:02:49.694659600
BRU00004612,Toothbrush 2000,2022-09-16 03:00:02.030474800,71,9,cr52he,cr52he,1,Dispatched,2022-09-16 10:56:21.447174400,Delivered,2022-09-17 12:09:20.758232800
BRU00004534,Toothbrush 4000,2022-10-31 21:42:52.760716400,17,5,cw124fl,cw124fl,1,Dispatched,2022-11-01 04:56:52.287754400,Delivered,2022-11-02 12:02:18.857772800
BRU00003184,Toothbrush 4000,2021-04-20 08:34:38.420391600,21,2,ex176ra,ex176ra,1,Dispatched,2021-04-20 15:55:46.561575600,Delivered,2021-04-21 13:52:42.016827600
BRU00003267,Toothbrush 4000,2021-07-08 01:23:41.947423200,33,6,dn105ey,dn105ey,1,Dispatched,2021-07-08 09:13:18.340011600,Delivered,2021-07-09 08:52:22.242786000
BRU00001606,Toothbrush 2000,2021-10-11 00:40:54.837210800,71,7,gu71jx,gu71jx,1,Dispatched,2021-10-11 08:12:30.762436400,Delivered,2021-10-12 06:29:22.463308400
BRU00000577,Toothbrush 2000,2022-09-27 04:14:46.263850000,72,4,bs227sq,bs227sq,1,Dispatched,2022-09-27 11:33:05.120495200,Delivered,2022-09-28 06:58:07.693711600
BRU00004783,Toothbrush 2000,2022-04-02 06:31:32.364610800,84,9,hp160ep,hp160ep,1,Dispatched,2022-04-02 12:55:43.231520400,Delivered,2022-04-03 15:44:13.280536800
BRU00001179,Toothbrush 2000,2021-07-22 17:15:47.191235600,70,5,fk136bf,fk136bf,1,Dispatched,2021-07-22 23:54:37.371245600,Delivered,2021-07-23 20:50:08.310773600
BRU00002067,Toothbrush 2000,2021-12-29 08:17:47.436830400,96,5,bh257bz,bh257bz,1,Dispatched,2021-12-29 14:45:49.655328000,Delivered,2021-12-30 16:25:23.003978400
BRU00004897,Toothbrush 2000,2021-09-06 07:15:01.974920799,77,2,hg35el,hg35el,1,Dispatched,2021-09-06 14:52:41.786515599,Delivered,2021-09-07 19:53:55.670600799
BRU00003458,Toothbrush 2000,2022-06-02 18:10:24.154989199,49,8,bn177lu,bn177lu,1,Dispatched,2022-06-03 01:02:41.049394399,Delivered,2022-06-04 01:48:55.131839599
BRU00000703,Toothbrush 2000,2022-06-22 23:26:38.199188000,84,8,ip295rh,ip295rh,1,Dispatched,2022-06-23 07:11:45.384564800,Delivered,2022-06-24 07:10:35.171943200
BRU00000903,Toothbrush 2000,2022-07-21 03:32:44.650788000,59,1,ch19wu,ch19wu,1,Dispatched,2022-07-21 10:13:20.663302800,Delivered,2022-07-22 15:02:44.963581200
BRU00001375,Toothbrush 2000,2021-05-13 18:11:02.000275200,65,4,bs305pp,bs305pp,1,Dispatched,2021-05-14 01:54:52.714596000,Delivered,2021-05-14 22:41:02.522174400
BRU00002744,Toothbrush 4000,2021-07-05 17:26:38.944260800,18,7,ch444ez,ch444ez,1,Dispatched,2021-07-06 00:07:15.576753200,Delivered,2021-07-07 05:35:20.424834800
BRU00005472,Toothbrush 2000,2021-02-23 14:18:06.581375200,58,8,ba14bs,ba14bs,1,Dispatched,2021-02-23 21:17:28.811996800,Delivered,2021-02-24 21:10:57.537410800
BRU00005294,Toothbrush 4000,2021-04-02 18:50:11.828121200,39,9,g311rq,g311rq,1,Dispatched,2021-04-03 01:58:58.924954400,Delivered,2021-04-04 02:04:09.010720400
BRU00003497,Toothbrush 2000,2021-09-14 16:33:32.598922000,86,2,ct46ty,ct46ty,1,Dispatched,2021-09-15 00:13:12.638744800,Delivered,2021-09-16 05:10:32.487254800
BRU00000299,Toothbrush 2000,2021-02-17 02:13:29.149387600,82,3,dy48ud,dy48ud,1,Dispatched,2021-02-17 09:11:22.831493200,Delivered,2021-02-18 12:48:39.227172400
BRU00001024,Toothbrush 4000,2021-07-23 11:56:45.651861600,32,2,cf236qy,cf236qy,1,Dispatched,2021-07-23 19:14:22.465240799,Delivered,2021-07-24 22:36:33.509321999
BRU00003550,Toothbrush 4000,2021-03-11 05:40:07.171553600,21,7,eh29ae,eh29ae,1,Dispatched,2021-03-11 12:52:48.709941200,Delivered,2021-03-12 15:46:27.757275200
BRU00000334,Toothbrush 2000,2021-03-12 22:12:07.751808000,66,1,ba169sh,ba169sh,1,Dispatched,2021-03-13 05:19:09.366708000,Delivered,2021-03-14 03:28:06.116984399
BRU00005339,Toothbrush 4000,2022-04-13 08:58:36.795083600,17,6,ab251px,ab251px,1,Dispatched,2022-04-13 15:48:30.140378000,Delivered,2022-04-14 18:35:31.403922800
BRU00001146,Toothbrush 4000,2021-04-24 12:16:06.626948400,14,6,bn265hn,bn265hn,1,Dispatched,2021-04-24 20:04:38.427357600,Delivered,2021-04-25 21:09:06.320234400
BRU00000973,Toothbrush 4000,2022-08-14 00:06:56.933716800,16,6,ex49bj,ex49bj,1,Dispatched,2022-08-14 07:59:30.372645600,Delivered,2022-08-15 05:32:55.793642400
BRU00001293,Toothbrush 2000,2022-10-16 18:50:54.409320400,79,7,ca287ux,ca287ux,1,Dispatched,2022-10-17 01:37:19.958492800,Delivered,2022-10-18 03:09:47.228779600
BRU00003602,Toothbrush 4000,2022-11-08 15:13:29.092293200,15,9,cv15hg,cv15hg,1,Dispatched,2022-11-08 21:24:31.556351600,Delivered,2022-11-09 20:30:22.440834800
BRU00005669,Toothbrush 2000,2022-07-31 04:43:20.330117200,82,9,ba34dg,ba34dg,1,Dispatched,2022-07-31 12:16:37.959036399,Delivered,2022-08-01 19:16:20.856264399
BRU00002719,Toothbrush 4000,2022-06-30 00:26:29.940652800,12,6,e151sl,e151sl,1,Dispatched,2022-06-30 07:30:03.909666000,Delivered,2022-07-01 14:52:43.379829600
BRU00003892,Toothbrush 2000,2021-01-31 21:06:27.083264800,71,6,g742ba,g742ba,1,Dispatched,2021-02-01 04:21:52.326054400,Delivered,2021-02-02 10:02:57.324156400
BRU00001733,Toothbrush 4000,2021-10-23 14:00:14.635250000,26,2,hd58tn,hd58tn,1,Dispatched,2021-10-23 20:51:15.104981600,Delivered,2021-10-24 23:34:35.349831200
BRU00004200,Toothbrush 4000,2021-01-19 21:29:07.312412800,22,3,de74rj,de74rj,1,Dispatched,2021-01-20 04:19:46.296966400,Delivered,2021-01-21 04:35:29.334725200
